id_solicitante,edad,sexo,ciudad,region,estrato,nivel_educativo,estado_civil,num_dependientes,tipo_empleo,antiguedad_laboral_meses,ingreso_mensual,gastos_fijos_mensuales,score_buro,num_creditos_anteriores,num_creditos_mora,dias_mora_max,monto_solicitado,plazo_meses,relacion_cuota_ingreso,tiene_codeudor,tiene_garantia,credito_aprobado
FC-04621,39,M,Cali,costa_norte,1,universitario,soltero,3,informal,2,1177223,541760,573,2,0,0,1000000,12,0.0813,0,1,0
FC-04622,39,F,Pereira,interior,2,tecnico,soltero,1,empleado_formal,16,2169364,1096415,518,0,0,0,1000000,12,0.0441,0,1,1
FC-04623,18,F,Bogotá,interior,6,tecnico,soltero,0,informal,14,17356093,11528706,695,6,0,0,500000,36,0.0012,1,1,1
FC-04624,57,M,Barranquilla,costa_norte,1,universitario,union_libre,3,empleado_formal,17,1249110,548080,472,3,0,0,2000000,36,0.0649,0,0,0
FC-04625,28,M,Ibagué,interior,4,tecnico,soltero,0,desempleado,0,531574,200165,463,2,0,0,1000000,60,0.0568,0,0,0
FC-04626,41,F,Cali,costa_norte,4,bachillerato,casado,0,informal,37,5439488,2033392,625,0,0,0,2000000,24,0.0199,1,1,1
FC-04627,19,F,Barranquilla,costa_norte,4,tecnico,casado,1,empleado_formal,12,4477978,3341326,663,0,0,0,5000000,12,0.1069,1,1,1
FC-04628,29,F,Bogotá,interior,5,tecnico,union_libre,1,empleado_formal,32,2281426,1135637,533,2,0,0,500000,24,0.0119,0,1,1
FC-04629,46,F,Bucaramanga,interior,2,universitario,casado,2,independiente,39,1548995,594333,573,1,1,120,3000000,12,0.1854,0,0,0
FC-04630,71,F,Medellín,interior,2,universitario,casado,0,independiente,11,1447270,956931,475,2,0,0,500000,12,0.0331,0,0,1
FC-04631,62,F,Pereira,interior,3,bachillerato,soltero,2,independiente,232,1667127,724289,459,3,0,0,1000000,60,0.0181,1,0,1
FC-04632,48,F,Cali,costa_norte,1,bachillerato,casado,0,informal,15,1300290,809699,595,3,1,30,3000000,6,0.4147,0,0,0
FC-04633,33,M,Medellín,interior,2,bachillerato,casado,0,independiente,46,1453495,696485,506,1,0,0,5000000,12,0.3293,0,0,0
FC-04634,32,F,Medellín,interior,2,tecnico,soltero,1,empleado_formal,71,1138448,478472,505,3,0,0,1000000,60,0.0265,0,0,0
FC-04635,38,F,Barranquilla,costa_norte,1,bachillerato,union_libre,4,independiente,127,786016,473343,371,2,2,30,2000000,48,0.0864,0,0,0
FC-04636,50,F,Bogotá,interior,2,bachillerato,soltero,0,empleado_formal,20,756043,279276,504,1,1,30,5000000,12,0.6331,0,1,0
FC-04637,32,M,Bogotá,interior,2,bachillerato,soltero,3,pensionado,86,1724452,1228988,395,1,0,0,1000000,18,0.0394,0,1,0
FC-04638,45,F,Medellín,interior,3,bachillerato,soltero,1,informal,4,714683,277972,371,1,0,0,500000,36,0.0283,1,0,0
FC-04639,56,F,Bogotá,interior,4,bachillerato,casado,5,informal,6,2871052,2053729,616,2,0,0,3000000,24,0.0565,1,1,1
FC-04640,53,M,Cúcuta,costa_norte,2,universitario,soltero,2,independiente,95,877454,417622,527,2,0,0,1000000,12,0.1091,1,0,0
FC-04641,30,M,Cali,costa_norte,4,universitario,casado,0,independiente,8,4621376,2469032,538,1,0,0,1000000,24,0.0117,0,0,1
FC-04642,63,M,Manizales,interior,5,tecnico,union_libre,3,informal,10,4660981,1717258,526,1,0,0,500000,36,0.0043,0,0,1
FC-04643,70,F,Pereira,interior,4,posgrado,casado,3,independiente,2,3816839,1810761,576,1,1,30,500000,6,0.0235,0,1,1
FC-04644,50,M,Bogotá,interior,4,bachillerato,union_libre,1,empleado_formal,30,3760255,2251352,417,1,0,0,1000000,12,0.0255,1,0,1
FC-04645,47,F,Cali,costa_norte,6,universitario,soltero,2,empleado_formal,50,8290074,4695727,666,6,0,0,3000000,24,0.0196,1,1,1
FC-04646,41,M,Bucaramanga,interior,4,universitario,casado,0,empleado_formal,4,3252111,2310966,477,4,1,360,2000000,18,0.0417,1,0,0
FC-04647,70,F,Bogotá,interior,1,universitario,soltero,0,empleado_formal,15,814624,511482,409,4,0,0,2000000,12,0.235,0,0,0
FC-04648,52,M,Medellín,interior,2,bachillerato,divorciado,2,pensionado,12,1088067,623477,427,3,0,0,3000000,18,0.1872,0,0,0
FC-04649,52,M,Cartagena,costa_norte,2,universitario,casado,4,informal,76,1969211,793359,608,1,1,90,15000000,36,0.3085,0,0,0
FC-04650,31,F,Medellín,interior,4,bachillerato,union_libre,1,empleado_formal,19,4522722,2078150,409,0,0,0,5000000,12,0.1058,1,0,0
FC-04651,41,F,Bogotá,interior,2,universitario,soltero,5,independiente,2,1292789,679850,405,5,0,0,5000000,24,0.2091,0,0,0
FC-04652,62,F,Bogotá,interior,4,tecnico,soltero,0,informal,25,4824447,2519831,592,3,0,0,5000000,18,0.0704,0,0,1
FC-04653,51,F,Barranquilla,costa_norte,4,posgrado,casado,2,independiente,15,5388232,3957740,535,2,1,30,5000000,12,0.0888,1,0,0
FC-04654,56,F,Bucaramanga,interior,3,bachillerato,soltero,1,desempleado,0,697219,332988,469,0,0,0,3000000,24,0.2327,0,1,0
FC-04655,29,F,Cúcuta,costa_norte,3,bachillerato,union_libre,0,independiente,9,2222663,1368095,359,4,0,0,5000000,6,0.4043,0,0,0
FC-04656,61,M,Medellín,interior,2,bachillerato,casado,2,independiente,16,1605836,706201,490,0,0,0,1000000,18,0.0423,1,0,0
FC-04657,47,F,Medellín,interior,3,primaria,casado,3,empleado_formal,10,2505908,1834552,526,2,1,90,3000000,18,0.0813,0,0,0
FC-04658,32,M,Bogotá,interior,3,universitario,soltero,3,empleado_formal,5,3316073,2396986,592,2,2,60,5000000,36,0.0611,0,0,0
FC-04659,52,F,Bogotá,interior,2,bachillerato,union_libre,2,independiente,38,1954811,710572,407,3,0,0,500000,48,0.0087,0,1,0
FC-04660,38,F,Medellín,interior,4,tecnico,divorciado,2,independiente,11,4142742,2083871,538,2,0,0,5000000,36,0.0489,0,0,1
FC-04661,37,F,Bucaramanga,interior,5,universitario,soltero,2,informal,1,7148857,5005488,691,3,0,0,3000000,12,0.0402,0,1,1
FC-04662,40,F,Medellín,interior,3,primaria,soltero,3,independiente,12,1590455,1153834,482,5,0,0,5000000,18,0.2134,0,0,0
FC-04663,18,F,Cartagena,costa_norte,4,universitario,divorciado,2,independiente,23,4695212,2998070,580,1,0,0,5000000,12,0.1019,0,0,1
FC-04664,32,F,Barranquilla,costa_norte,1,tecnico,soltero,4,independiente,69,1165823,669158,363,0,0,0,3000000,18,0.1747,0,0,0
FC-04665,18,F,Cali,costa_norte,4,universitario,union_libre,1,informal,85,2242775,1637101,388,3,0,0,15000000,48,0.227,0,0,0
FC-04666,33,M,Medellín,interior,1,universitario,soltero,0,independiente,65,1316061,698455,539,4,0,0,5000000,24,0.2054,1,0,0
FC-04667,26,F,Ibagué,interior,2,universitario,casado,1,independiente,27,1654982,1023180,463,4,0,0,1000000,36,0.0245,1,1,1
FC-04668,64,F,Medellín,interior,4,bachillerato,soltero,3,informal,8,4394709,1841234,574,4,1,30,8000000,48,0.0618,0,0,0
FC-04669,51,F,Cali,costa_norte,1,bachillerato,union_libre,0,independiente,29,1171181,658201,491,0,0,0,2000000,36,0.0692,0,0,0
FC-04670,24,F,Bucaramanga,interior,1,bachillerato,union_libre,1,pensionado,27,1253191,785862,551,1,1,180,2000000,24,0.0863,1,1,0
FC-04671,19,M,Barranquilla,costa_norte,4,bachillerato,divorciado,0,pensionado,2,3580985,2526604,605,2,2,60,3000000,6,0.1506,0,1,1
FC-04672,54,F,Cali,costa_norte,6,posgrado,divorciado,0,empleado_formal,10,3989716,2221071,593,0,0,0,5000000,24,0.0678,0,1,1
FC-04673,39,F,Bogotá,interior,3,tecnico,union_libre,2,empleado_formal,12,2775609,1184766,430,3,2,30,500000,48,0.0061,1,0,0
FC-04674,34,M,Bucaramanga,interior,3,bachillerato,casado,1,informal,84,2791495,1712785,422,0,0,0,10000000,18,0.2432,0,0,0
FC-04675,68,M,Manizales,interior,2,universitario,divorciado,3,empleado_formal,2,1749878,663172,438,3,0,0,10000000,18,0.3879,0,0,0
FC-04676,18,M,Cúcuta,costa_norte,1,tecnico,casado,2,independiente,65,1014598,691152,434,4,0,0,3000000,24,0.1599,0,1,0
FC-04677,61,F,Barranquilla,costa_norte,4,bachillerato,divorciado,0,informal,15,2065150,1061130,430,3,0,0,5000000,36,0.0981,0,0,0
FC-04678,60,F,Cali,costa_norte,1,universitario,casado,0,informal,4,899444,425263,553,1,0,0,500000,24,0.0301,0,0,1
FC-04679,34,M,Cali,costa_norte,4,bachillerato,casado,1,empleado_formal,51,4216473,3116481,727,2,1,30,2000000,18,0.0322,0,0,1
FC-04680,24,M,Barranquilla,costa_norte,3,bachillerato,divorciado,0,independiente,1,2180487,1441821,507,1,0,0,3000000,24,0.0744,0,0,0
FC-04681,27,M,Medellín,interior,1,universitario,union_libre,4,independiente,19,1216147,794600,545,2,1,60,3000000,6,0.4434,0,0,0
FC-04682,67,M,Bucaramanga,interior,6,universitario,soltero,1,independiente,102,17224047,6595283,835,3,3,180,8000000,36,0.0188,1,0,1
FC-04683,35,F,Barranquilla,costa_norte,2,posgrado,union_libre,2,empleado_formal,6,965367,705554,509,2,0,0,2000000,36,0.0839,1,0,1
FC-04684,21,F,Barranquilla,costa_norte,6,universitario,casado,1,empleado_formal,44,14179682,10030630,625,1,0,0,10000000,6,0.1268,0,0,1
FC-04685,22,M,Medellín,interior,1,bachillerato,soltero,3,independiente,69,1079971,402365,465,2,1,30,2000000,36,0.075,0,0,0
FC-04686,58,M,Medellín,interior,1,tecnico,union_libre,0,empleado_formal,3,1915558,1216319,482,0,0,0,3000000,12,0.1499,1,0,0
FC-04687,35,M,Pereira,interior,5,posgrado,union_libre,0,desempleado,0,604467,323863,642,3,0,0,2000000,24,0.1789,1,0,0
FC-04688,46,M,Bogotá,interior,3,posgrado,casado,2,independiente,38,3172723,1926314,474,0,0,0,500000,12,0.0151,0,0,0
FC-04689,56,F,Bogotá,interior,2,universitario,union_libre,2,empleado_formal,24,1183249,643972,530,2,0,0,3000000,24,0.1371,1,0,1
FC-04690,44,M,Cali,costa_norte,3,tecnico,soltero,0,independiente,106,1176446,411973,509,0,0,0,3000000,24,0.1379,0,0,0
FC-04691,56,F,Pereira,interior,2,bachillerato,soltero,0,empleado_formal,43,943766,372514,523,3,0,0,1000000,12,0.1014,1,0,0
FC-04692,63,M,Bogotá,interior,3,posgrado,soltero,4,empleado_formal,14,821277,611303,470,6,0,0,500000,24,0.0329,0,1,1
FC-04693,41,F,Bogotá,interior,3,bachillerato,soltero,2,empleado_formal,13,880933,386939,468,2,0,0,3000000,18,0.2312,0,1,0
FC-04694,43,F,Bogotá,interior,4,tecnico,casado,0,desempleado,0,554273,295120,579,2,1,90,500000,12,0.0864,0,0,0
FC-04695,23,M,Medellín,interior,3,universitario,soltero,0,pensionado,3,1702804,684959,513,2,2,90,3000000,24,0.0953,0,0,0
FC-04696,62,M,Medellín,interior,3,bachillerato,casado,3,informal,4,1643370,813393,486,1,0,0,1000000,60,0.0184,0,0,0
FC-04697,59,M,Bogotá,interior,1,primaria,casado,2,independiente,21,909771,532198,395,2,0,0,1000000,18,0.0746,0,1,0
FC-04698,48,F,Manizales,interior,2,posgrado,divorciado,3,empleado_formal,6,1594655,1037880,541,4,0,0,5000000,12,0.3001,0,0,0
FC-04699,71,M,Bogotá,interior,4,posgrado,soltero,0,independiente,21,3381152,2158488,607,1,0,0,5000000,24,0.08,1,1,1
FC-04700,56,F,Bucaramanga,interior,3,universitario,casado,3,empleado_formal,6,2868783,1788691,544,2,0,0,1000000,36,0.0141,0,0,0
FC-04701,50,M,Cartagena,costa_norte,3,bachillerato,casado,1,empleado_formal,29,1785861,884705,400,3,1,90,8000000,12,0.4288,0,0,0
FC-04702,44,M,Pereira,interior,2,bachillerato,divorciado,2,empleado_formal,42,1057774,780117,490,3,0,0,10000000,24,0.5112,1,0,0
FC-04703,34,M,Cali,costa_norte,4,universitario,soltero,4,independiente,8,4532996,3201792,523,2,0,0,500000,24,0.006,0,0,0
FC-04704,45,F,Cali,costa_norte,2,tecnico,casado,1,independiente,11,840117,413974,434,0,0,0,8000000,12,0.9115,1,0,0
FC-04705,43,M,Cali,costa_norte,3,universitario,casado,2,informal,20,2893393,1886646,515,3,0,0,500000,6,0.0311,1,0,0
FC-04706,67,F,Cartagena,costa_norte,3,tecnico,casado,1,independiente,160,2980125,1645614,421,2,0,0,3000000,18,0.0683,0,0,1
FC-04707,34,M,Cartagena,costa_norte,3,universitario,union_libre,0,empleado_formal,11,2741033,1719643,421,4,0,0,10000000,36,0.1478,0,0,0
FC-04708,48,M,Barranquilla,costa_norte,6,bachillerato,casado,0,empleado_formal,11,3322689,2314953,694,0,0,0,3000000,48,0.0306,1,0,1
FC-04709,39,M,Cali,costa_norte,4,universitario,casado,2,empleado_formal,39,4664454,3261804,670,4,0,0,2000000,48,0.0146,0,0,1
FC-04710,63,F,Bogotá,interior,1,tecnico,casado,2,empleado_formal,43,1274217,737542,429,0,0,0,5000000,24,0.2122,0,0,0
FC-04711,70,F,Bogotá,interior,2,tecnico,soltero,3,desempleado,0,597855,429850,454,0,0,0,2000000,36,0.1355,1,0,0
FC-04712,63,M,Cali,costa_norte,4,universitario,soltero,1,informal,4,1928373,1241205,540,3,0,0,1000000,12,0.0496,0,0,0
FC-04713,45,M,Medellín,interior,5,universitario,soltero,1,empleado_formal,21,7708840,5589729,549,3,1,90,2000000,12,0.0248,0,1,1
FC-04714,67,M,Medellín,interior,2,universitario,casado,0,informal,2,600000,363906,483,2,0,0,500000,12,0.0798,0,0,0
FC-04715,53,F,Medellín,interior,3,bachillerato,casado,3,informal,210,2559852,1063925,693,5,3,30,2000000,36,0.0316,0,1,0
FC-04716,66,M,Cali,costa_norte,2,tecnico,union_libre,2,empleado_formal,1,1977809,1156583,559,2,0,0,1000000,36,0.0205,0,0,0
FC-04717,68,F,Bucaramanga,interior,1,universitario,soltero,1,independiente,48,1693796,1019481,360,2,0,0,5000000,18,0.2004,1,0,0
FC-04718,38,M,Pereira,interior,6,universitario,casado,4,informal,27,20111733,14894094,880,0,0,0,3000000,36,0.006,0,0,1
FC-04719,59,F,Medellín,interior,1,bachillerato,soltero,2,empleado_formal,17,1208692,518069,439,4,0,0,3000000,24,0.1342,0,0,0
FC-04720,26,F,Pereira,interior,3,posgrado,soltero,0,independiente,1,1827051,659602,577,1,0,0,3000000,18,0.1115,0,0,0
FC-04721,19,M,Cali,costa_norte,5,universitario,union_libre,3,informal,100,6573645,2602861,648,1,0,0,10000000,24,0.0823,0,0,1
FC-04722,18,M,Bucaramanga,interior,3,posgrado,divorciado,0,independiente,13,2605817,1563385,602,3,0,0,3000000,18,0.0781,0,0,1
FC-04723,53,M,Cartagena,costa_norte,1,tecnico,union_libre,0,empleado_formal,22,1276236,501435,586,3,0,0,8000000,12,0.6,0,1,1
FC-04724,59,F,Cali,costa_norte,3,primaria,casado,0,informal,1,1118243,577793,425,0,0,0,500000,18,0.0304,1,0,0
FC-04725,63,M,Cartagena,costa_norte,4,posgrado,soltero,5,empleado_formal,15,5097293,2718980,416,4,3,360,1000000,18,0.0133,1,0,0
FC-04726,32,M,Medellín,interior,3,bachillerato,casado,2,informal,12,1280771,520503,569,0,0,0,8000000,18,0.424,0,0,0
FC-04727,21,M,Barranquilla,costa_norte,2,bachillerato,soltero,0,empleado_formal,13,1939597,917386,457,2,0,0,10000000,12,0.4935,0,0,0
FC-04728,30,M,Cali,costa_norte,4,universitario,soltero,0,empleado_formal,33,5629825,3088542,535,2,0,0,5000000,24,0.048,0,0,1
FC-04729,57,M,Bucaramanga,interior,4,bachillerato,divorciado,1,independiente,132,4921329,2694962,673,6,0,0,8000000,60,0.0491,0,1,1
FC-04730,58,M,Bucaramanga,interior,2,bachillerato,casado,1,informal,6,1116062,714802,379,4,0,0,2000000,12,0.1715,1,0,0
FC-04731,67,F,Barranquilla,costa_norte,4,universitario,union_libre,1,informal,7,6072334,3753514,662,0,0,0,500000,24,0.0045,0,1,1
FC-04732,20,F,Cali,costa_norte,2,tecnico,casado,1,informal,1,1594595,819060,496,2,0,0,2000000,18,0.0851,1,0,0
FC-04733,38,M,Medellín,interior,1,bachillerato,soltero,1,empleado_formal,21,986341,652367,422,4,1,30,8000000,36,0.3285,1,0,0
FC-04734,29,M,Medellín,interior,1,tecnico,casado,2,empleado_formal,8,1780184,701734,488,1,1,30,2000000,36,0.0455,0,0,0
FC-04735,32,F,Bogotá,interior,2,universitario,casado,0,informal,48,742697,534994,372,0,0,0,5000000,6,1.21,0,0,0
FC-04736,36,M,Cali,costa_norte,1,bachillerato,soltero,1,empleado_formal,26,1361656,590232,497,3,0,0,2000000,24,0.0794,0,0,1
FC-04737,63,F,Bogotá,interior,2,tecnico,divorciado,1,empleado_formal,73,944951,415314,446,0,0,0,3000000,12,0.3039,0,1,0
FC-04738,18,M,Bogotá,interior,5,universitario,divorciado,2,empleado_formal,5,7627752,4447671,699,1,0,0,2000000,18,0.0178,1,0,1
FC-04739,64,M,Manizales,interior,2,bachillerato,soltero,2,empleado_formal,1,2104725,1385031,562,0,0,0,8000000,36,0.154,1,0,0
FC-04740,70,M,Bucaramanga,interior,5,primaria,soltero,0,empleado_formal,38,4295029,1681122,634,2,0,0,3000000,12,0.0669,1,0,1
FC-04741,58,F,Bogotá,interior,3,primaria,soltero,2,independiente,19,2142434,1215672,552,2,0,0,5000000,6,0.4195,0,0,0
FC-04742,52,F,Cali,costa_norte,4,bachillerato,soltero,1,informal,28,4036596,2928970,647,0,0,0,3000000,24,0.0402,1,0,1
FC-04743,70,F,Cali,costa_norte,3,universitario,soltero,2,independiente,122,2660375,1880305,558,1,0,0,3000000,60,0.034,0,0,0
FC-04744,60,F,Bogotá,interior,1,posgrado,soltero,2,informal,15,926985,655959,438,4,0,0,3000000,24,0.175,1,0,0
FC-04745,46,M,Cúcuta,costa_norte,2,tecnico,casado,2,empleado_formal,21,1003931,530600,564,2,0,0,2000000,12,0.1907,0,0,0
FC-04746,31,F,Cali,costa_norte,3,tecnico,casado,4,informal,3,1937474,1440577,606,2,0,0,2000000,24,0.0558,0,0,1
FC-04747,59,F,Bogotá,interior,4,bachillerato,soltero,0,desempleado,0,473419,282758,476,0,0,0,2000000,12,0.4044,0,1,0
FC-04748,30,M,Cúcuta,costa_norte,2,tecnico,soltero,1,independiente,44,1354300,502374,567,0,0,0,2000000,48,0.0501,0,0,1
FC-04749,44,M,Cartagena,costa_norte,3,tecnico,soltero,0,empleado_formal,22,2635052,1061077,653,2,0,0,10000000,12,0.3633,0,0,1
FC-04750,59,F,Bogotá,interior,1,tecnico,soltero,2,pensionado,135,1287015,552375,400,2,0,0,1000000,24,0.042,1,0,1
FC-04751,45,M,Medellín,interior,2,bachillerato,soltero,3,empleado_formal,11,1238096,532334,597,2,2,60,2000000,24,0.0874,0,0,0
FC-04752,53,M,Cartagena,costa_norte,3,bachillerato,soltero,0,informal,1,1970799,1090624,551,5,0,0,500000,36,0.0103,0,0,0
FC-04753,62,F,Bogotá,interior,3,bachillerato,soltero,1,desempleado,0,328745,220608,405,4,0,0,5000000,18,1.0324,0,1,0
FC-04754,32,F,Barranquilla,costa_norte,1,universitario,union_libre,0,informal,9,1552075,932598,350,0,0,0,1000000,12,0.0617,0,0,0
FC-04755,33,F,Medellín,interior,2,bachillerato,divorciado,1,informal,63,2094798,959047,589,0,0,0,1000000,24,0.0258,0,0,0
FC-04756,42,F,Bogotá,interior,2,universitario,soltero,2,empleado_formal,88,1464910,664761,355,2,0,0,2000000,18,0.0927,1,0,0
FC-04757,38,F,Medellín,interior,3,tecnico,soltero,4,informal,13,1659970,1050241,432,5,0,0,3000000,36,0.0732,0,0,0
FC-04758,18,F,Cartagena,costa_norte,2,bachillerato,soltero,1,empleado_formal,71,745193,435079,382,0,0,0,2000000,36,0.1087,0,0,0
FC-04759,55,M,Medellín,interior,3,universitario,casado,2,independiente,42,2186638,1201931,548,1,0,0,5000000,36,0.0926,1,0,1
FC-04760,55,F,Bucaramanga,interior,1,tecnico,union_libre,4,informal,40,1544839,657408,424,3,0,0,2000000,12,0.1239,0,0,0
FC-04761,22,M,Barranquilla,costa_norte,2,tecnico,casado,3,independiente,52,1003568,428729,510,1,0,0,3000000,36,0.1211,1,1,0
FC-04762,18,M,Bogotá,interior,1,universitario,union_libre,0,informal,23,600000,361504,454,4,0,0,2000000,18,0.2263,1,0,0
FC-04763,41,F,Medellín,interior,3,tecnico,soltero,0,independiente,14,3712615,2136455,569,1,0,0,2000000,24,0.0291,0,0,1
FC-04764,47,F,Bogotá,interior,1,bachillerato,union_libre,1,empleado_formal,53,1132059,720507,447,2,0,0,1000000,12,0.0846,0,1,1
FC-04765,30,F,Bogotá,interior,2,universitario,soltero,2,informal,28,2299492,1461895,469,0,0,0,1000000,36,0.0176,1,0,0
FC-04766,62,M,Cartagena,costa_norte,1,bachillerato,union_libre,2,informal,1,903535,598048,473,0,0,0,1000000,12,0.1059,0,1,0
FC-04767,69,F,Bogotá,interior,3,tecnico,casado,0,empleado_formal,69,2718489,1220377,466,3,0,0,3000000,18,0.0749,0,0,0
FC-04768,32,M,Bucaramanga,interior,4,tecnico,casado,0,empleado_formal,4,4261405,2068961,547,0,0,0,1000000,36,0.0095,0,0,1
FC-04769,34,F,Pereira,interior,6,tecnico,soltero,0,empleado_formal,84,14272072,10282942,845,3,0,0,5000000,48,0.0119,0,1,1
FC-04770,34,M,Bogotá,interior,2,universitario,soltero,2,empleado_formal,33,1412527,982497,480,2,2,120,500000,36,0.0143,0,0,0
FC-04771,24,F,Barranquilla,costa_norte,1,universitario,union_libre,0,empleado_formal,13,676265,356772,571,1,0,0,1000000,36,0.0599,1,1,1
FC-04772,57,M,Cartagena,costa_norte,3,bachillerato,union_libre,0,independiente,6,1400035,778576,444,4,0,0,1000000,24,0.0386,0,0,0
FC-04773,71,M,Medellín,interior,3,universitario,union_libre,0,empleado_formal,81,1803889,755498,568,0,0,0,2000000,24,0.06,0,1,1
FC-04774,66,F,Manizales,interior,1,posgrado,soltero,3,empleado_formal,32,906629,572459,416,4,0,0,3000000,18,0.2246,0,0,0
FC-04775,45,F,Pereira,interior,2,universitario,soltero,2,independiente,1,1695914,936597,511,1,0,0,500000,6,0.053,0,1,1
FC-04776,68,F,Barranquilla,costa_norte,2,bachillerato,soltero,1,desempleado,0,493987,280568,431,3,1,360,8000000,18,1.0993,0,0,0
FC-04777,41,F,Bogotá,interior,4,universitario,casado,3,informal,113,5768850,2581757,768,0,0,0,1000000,18,0.0118,1,0,1
FC-04778,59,F,Barranquilla,costa_norte,3,bachillerato,casado,2,pensionado,5,2711433,1365119,536,0,0,0,2000000,60,0.0223,0,0,1
FC-04779,26,F,Manizales,interior,6,universitario,soltero,5,independiente,160,14479718,6210615,703,0,0,0,2000000,12,0.0132,0,0,1
FC-04780,40,M,Medellín,interior,2,universitario,union_libre,0,empleado_formal,29,1900807,1056067,617,0,0,0,1000000,18,0.0357,1,0,1
FC-04781,18,F,Ibagué,interior,2,tecnico,union_libre,2,empleado_formal,21,1504829,709646,590,4,2,90,500000,12,0.0318,0,0,0
FC-04782,58,F,Bogotá,interior,2,posgrado,soltero,1,empleado_formal,27,1503653,779389,480,3,0,0,3000000,18,0.1354,0,0,0
FC-04783,41,F,Bogotá,interior,2,bachillerato,casado,0,independiente,23,1085582,654793,393,5,0,0,2000000,6,0.3311,0,0,0
FC-04784,39,M,Pereira,interior,5,universitario,union_libre,1,independiente,2,6365891,4485159,664,0,0,0,500000,36,0.0032,0,0,1
FC-04785,41,F,Cúcuta,costa_norte,3,posgrado,divorciado,2,independiente,50,2130592,1191738,570,5,1,120,8000000,24,0.203,0,0,0
FC-04786,22,F,Bogotá,interior,2,universitario,casado,1,pensionado,39,1451890,790764,532,3,0,0,500000,18,0.0234,0,0,1
FC-04787,46,F,Bogotá,interior,4,bachillerato,casado,2,pensionado,155,6689401,4805812,505,1,0,0,5000000,24,0.0404,0,1,1
FC-04788,22,F,Bogotá,interior,5,bachillerato,soltero,0,empleado_formal,55,4296343,2290065,692,1,0,0,2000000,24,0.0252,0,1,1
FC-04789,52,M,Cali,costa_norte,3,bachillerato,soltero,2,desempleado,0,531006,329059,428,1,0,0,5000000,24,0.5092,0,0,0
FC-04790,27,F,Cúcuta,costa_norte,2,tecnico,casado,2,informal,8,1512091,713928,411,1,0,0,1000000,36,0.0268,0,0,0
FC-04791,20,M,Bogotá,interior,4,bachillerato,soltero,0,empleado_formal,39,4843492,3242972,534,0,0,0,1000000,12,0.0198,1,0,1
FC-04792,56,F,Bogotá,interior,3,tecnico,soltero,2,informal,10,2683332,1850332,558,2,1,30,1000000,18,0.0253,1,0,0
FC-04793,22,F,Barranquilla,costa_norte,2,universitario,soltero,3,pensionado,15,2051786,1418473,447,2,0,0,1000000,36,0.0197,1,0,0
FC-04794,45,M,Bucaramanga,interior,3,universitario,casado,1,informal,9,1863676,1288586,434,4,1,180,8000000,18,0.2914,0,0,0
FC-04795,25,F,Medellín,interior,3,universitario,soltero,0,informal,21,1521034,964060,607,0,0,0,5000000,18,0.2231,1,0,0
FC-04796,64,M,Barranquilla,costa_norte,3,universitario,union_libre,4,empleado_formal,73,2913354,1576508,564,2,2,30,15000000,6,0.9254,0,0,0
FC-04797,62,M,Bogotá,interior,2,universitario,soltero,2,independiente,18,1864534,912246,475,2,0,0,5000000,12,0.2567,1,1,1
FC-04798,33,M,Cali,costa_norte,3,universitario,divorciado,1,independiente,35,2972900,1148741,560,3,0,0,3000000,24,0.0546,0,0,0
FC-04799,38,F,Bogotá,interior,2,universitario,casado,3,empleado_formal,4,1303455,837512,367,2,2,90,5000000,36,0.1554,0,0,0
FC-04800,33,F,Bogotá,interior,2,universitario,casado,1,empleado_formal,57,1713545,1239402,633,4,0,0,5000000,12,0.2793,0,0,0
FC-04801,64,M,Medellín,interior,2,tecnico,soltero,4,empleado_formal,2,1307612,923588,630,2,0,0,5000000,18,0.2596,0,0,0
FC-04802,58,F,Barranquilla,costa_norte,2,universitario,soltero,0,informal,34,799539,281883,394,1,1,30,3000000,48,0.1274,0,1,0
FC-04803,54,M,Pereira,interior,1,universitario,soltero,5,empleado_formal,42,1024394,756285,462,1,0,0,5000000,24,0.2639,0,1,0
FC-04804,33,M,Medellín,interior,3,tecnico,union_libre,0,empleado_formal,1,1607911,859696,579,3,0,0,2000000,24,0.0673,1,1,1
FC-04805,21,M,Cali,costa_norte,2,tecnico,casado,1,desempleado,0,477151,226847,525,1,0,0,3000000,48,0.2134,1,0,0
FC-04806,38,F,Barranquilla,costa_norte,2,bachillerato,union_libre,1,pensionado,9,1626451,1079629,542,1,0,0,1000000,18,0.0417,0,0,1
FC-04807,41,F,Medellín,interior,2,tecnico,union_libre,3,empleado_formal,13,1783443,896622,452,5,0,0,2000000,24,0.0606,0,0,0
FC-04808,35,F,Pereira,interior,3,universitario,casado,2,independiente,33,2158855,1136082,628,3,1,360,2000000,36,0.0375,0,1,0
FC-04809,28,M,Cúcuta,costa_norte,4,tecnico,union_libre,4,independiente,33,6625867,3064719,620,4,0,0,1000000,12,0.0144,1,1,1
FC-04810,39,M,Bogotá,interior,6,bachillerato,union_libre,3,informal,9,9655080,4013834,520,3,0,0,8000000,18,0.0562,0,1,1
FC-04811,20,F,Bogotá,interior,2,universitario,soltero,0,empleado_formal,1,1317739,974322,504,6,0,0,2000000,60,0.0458,0,0,1
FC-04812,69,M,Bogotá,interior,1,universitario,soltero,5,desempleado,0,513434,369633,479,3,0,0,1000000,18,0.1322,1,1,0
